web_Link,Production Name,Director,Composer/Lyricist,Playwright,Rights Holder,Preview Date,Opening Date,Closing Date,Scraped Date,Category,theatre
https://www.ibdb.com/broadway-production/narrow-road-to-the-deep-north-3634,Narrow Road to the Deep North,Dan Sullivan,,Edward Bond,Repertory Theatre of Lincoln Center (under the direction of Jules Irving and Robert Symonds),"Dec 26, 1971","Jan 06, 1972","Feb 12, 1972",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/mary-stuart-3621,Mary Stuart,Jules Irving,,Friedrich Schiller,Repertory Theatre of Lincoln Center (under the direction of Jules Irving and Robert Symonds),"Oct 30, 1971","Nov 12, 1971","Dec 18, 1971",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/antigone-3605,Antigone,John Hirsch,,Sophocles,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"May 01, 1971","May 13, 1971","Jun 20, 1971",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/an-enemy-of-the-people-3590,An Enemy of the People,Jules Irving,,Henrik Ibsen,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Feb 27, 1971","Mar 11, 1971","Apr 25, 1971",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/the-playboy-of-the-western-world-3576,The Playboy of the Western World,John Hirsch,John Duffy,John Millington Synge,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Dec 26, 1970","Jan 07, 1971","Feb 20, 1971",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/the-good-woman-of-setzuan-3095,The Good Woman of Setzuan,Robert Symonds,,Bertolt Brecht,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Oct 24, 1970","Nov 05, 1970","Dec 13, 1970",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/beggar-on-horseback-3080,Beggar on Horseback,John Hirsch,,George S. KaufmanandMarc Connelly,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"May 14, 1970","May 14, 1970","Jun 27, 1970",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/operation-sidewinder-3513,Operation Sidewinder,Michael Schultz,,Sam Shepard,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Mar 12, 1970","Mar 12, 1970","Apr 25, 1970",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/camino-real-3313,Camino Real,Milton Katselas,,Tennessee Williams,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Jan 08, 1970","Jan 08, 1970","Feb 21, 1970",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/the-time-of-your-life-3302,The Time of Your Life,John Hirsch,,William Saroyan,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Nov 06, 1969","Nov 06, 1969","Dec 20, 1969",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/in-the-matter-of-j-robert-oppenheimer-13093,In the Matter of J. Robert Oppenheimer,Gordon Davidson,,Heinar Kipphardt,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Jun 26, 1969","Jun 26, 1969","Sep 27, 1969",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/the-miser-2868,The Miser,Carl Weber,,Molière,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"May 08, 1969","May 08, 1969","Jun 21, 1969",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/in-the-matter-of-j-robert-oppenheimer-2856,In the Matter of J. Robert Oppenheimer,Gordon Davidson,,Heinar Kipphardt,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Mar 06, 1969","Mar 06, 1969","Apr 20, 1969",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/a-cry-of-players-3433,A Cry of Players,Gene Frankel,,William Gibson,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Nov 14, 1968","Nov 14, 1968","Feb 15, 1969",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/king-lear-3432,King Lear,Gerald Freedman,,William Shakespeare,Repertory Theatre of Lincoln Center (under the direction of Jules Irving),"Nov 07, 1968","Nov 07, 1968","Feb 12, 1969",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/lovers-3405,Lovers,,,,,,,,2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/tartuffe-3402,Tartuffe,Roger Planchon,,Molière,Compagnie du Théâtre de la Cité de Villeurbanne,"Jul 02, 1968","Jul 02, 1968","Jul 14, 1968",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
https://www.ibdb.com/broadway-production/george-dandin-3404,George Dandin,Roger Planchon,,Molière,Compagnie du Théâtre de la Cité de Villeurbanne,"Jun 27, 1968","Jun 27, 1968","Jul 14, 1968",2025-06-26,Creative Team and Performance Data,Vivian Beaumont Theater
